SEASON,PLAYER,TEAM,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
2023-24,Denijsha Wilson,Delaware St.,26,20,28.8,9.8,3.2,8.5,37.80%,2.5,6,42.60%,0.7,2.6,26.90%,2.7,3.4,77.50%,1,2.5,3.5,1.5,3,1.3,0,1.3
2023-24,Sania Feagin,South Carolina,38,3,15.2,6.7,2.8,5,55.00%,2.7,4.8,56.50%,0,0.2,14.30%,1.1,1.7,68.30%,1.3,2.4,3.8,1,1.1,0.4,0.6,1.8
2023-24,Deajanae Harvey,Fresno St.,29,3,20.3,8.8,3.5,8.8,40.00%,2.8,6.6,41.70%,0.8,2.2,34.90%,1,1.3,73.70%,0.5,1.7,2.1,1.8,1.8,1.8,0.1,1.3
2023-24,Ashanti Barnes,James Madison,33,9,20.1,7.7,3.1,7,44.40%,2.6,5.4,48.30%,0.5,1.6,31.50%,0.9,1.4,67.40%,1.9,4.8,6.7,1.1,1.5,0.7,0.3,3
2023-24,Mary Delgado,Tex. A&M-Commerce,23,11,25,11,4.6,11.3,40.80%,3.7,8,47.00%,0.9,3.3,26.00%,1,1.7,55.00%,0.5,3.1,3.6,2.4,2.6,1.1,0.5,2
2023-24,Fiona Hastick,Army West Point,27,23,23.4,9.4,3.6,9.7,36.90%,2.4,6.6,37.10%,1.1,3.1,36.50%,1.1,1.3,82.90%,1.3,2.9,4.2,1.1,2.1,1.6,0.5,3.7
2023-24,Skye Belker,Princeton,30,30,25.6,8.5,3,7.5,40.60%,2.2,4.6,47.80%,0.8,2.9,29.10%,1.6,1.8,87.00%,0.5,1.4,1.9,1.5,1.2,0.6,0.2,1.4
2023-24,Emani Bennett,Kansas City,30,20,24.7,8.5,3.4,8.5,39.60%,2.9,6.8,42.40%,0.5,1.7,28.00%,1.3,1.9,66.70%,1.4,2.4,3.7,0.8,1.1,0.6,0.2,1.9
2023-24,Kaylee Thomas,Merrimack,18,15,32.2,14.1,4.1,11.8,34.30%,1.1,3.3,33.30%,2.9,8.5,34.60%,3.1,3.7,83.30%,0.7,2.1,2.8,1,2.3,0.9,0.1,0.8
2023-24,Lonasia Brewer,Western Caro.,27,17,24.2,9.4,4.2,8.5,49.60%,4.2,8.4,50.20%,0,0.1,0.00%,1,1.5,65.00%,2.2,3.7,5.9,2,2.3,0.4,0.6,1.7
2023-24,Brianna Scott,Georgetown,29,0,21.4,8.8,3.2,6.3,50.80%,2.6,4.2,60.70%,0.7,2.1,31.10%,1.7,2.1,80.30%,1.9,4,5.9,1,1,0.4,1.3,2.3
2023-24,Iycez Adams,Elon,25,25,27.9,10.1,4.5,10,45.00%,4.5,10,45.40%,0,0.1,0.00%,1.1,2.1,50.90%,1.8,5.2,6.9,0.6,2.4,1.2,1.8,2.6
2023-24,Bria Sanders-Woods,Murray St.,31,31,26,8.2,2.9,6.8,42.90%,2,3.9,50.80%,0.9,2.8,31.80%,1.5,2.3,63.40%,0.4,1.9,2.3,4.3,2.4,1.2,0.2,2.5
2023-24,Taylen Collins,Auburn,32,32,29.3,7.9,3.1,7.2,43.70%,3.1,7.2,43.70%,0,0,--,1.7,2.7,62.40%,2.8,3.5,6.3,0.8,2.1,1.6,0.7,2.3
2023-24,Rayne Tucker,Temple,32,32,30,7.9,3.2,7.9,40.60%,3.1,7.4,42.40%,0.1,0.6,16.70%,1.4,2,68.80%,3.7,4.5,8.2,1.4,1.6,1,1.1,2.8
2023-24,Hannah Spitzley,Western Mich.,29,21,28.5,8.7,3,7.4,40.90%,1.7,3.2,53.30%,1.3,4.2,31.70%,1.3,2.2,58.50%,1,2.5,3.5,0.8,1.4,1.1,0.4,1.9
2023-24,Laylay Fantroy,Ohio,28,6,23.2,9,3.3,7.2,45.30%,3.1,5.6,55.10%,0.1,1.5,9.30%,2.4,3.5,67.70%,1.5,2.5,3.9,1.2,2,2.1,0.2,2.3
2023-24,Dyani Ananiev,Portland,32,0,19.2,7.9,3,6.7,44.90%,1.6,2.8,56.80%,1.4,3.9,36.50%,0.4,0.5,87.50%,0.6,1.6,2.3,0.7,1.3,1.5,0.8,2
2023-24,Anajah Brown,Siena,23,22,25.1,11,4.5,8.7,51.20%,4.5,8.6,52.00%,0,0.1,0.00%,2,3.2,63.00%,3.4,4,7.4,1.3,2.4,1.3,1.6,3.5
2023-24,Jade Blagrove,Manhattan,30,30,29.5,8.4,2.9,7.1,40.20%,2.4,5.5,44.20%,0.4,1.6,26.50%,2.2,2.9,77.00%,1.9,5.2,7.1,2.3,2.5,0.9,0.7,3.1
2023-24,Michelle Sidor,DePaul,32,24,24.2,7.9,2.9,7.2,40.60%,1.1,2.7,41.20%,1.8,4.5,40.30%,0.3,0.4,66.70%,0.4,1.8,2.2,1.8,1,0.6,0.1,0.7
2023-24,Solape Amusan,Sacramento St.,30,23,29.7,8.4,2.8,7.9,35.60%,0.8,2.4,31.90%,2,5.5,37.20%,0.8,1.1,71.90%,0.7,3,3.7,0.6,1.5,1,0.5,2.3
2023-24,Jaaucklyn Moore,North Texas,31,31,24.9,8.1,3.1,7.4,41.50%,1.8,3.4,54.30%,1.2,4,30.60%,0.8,1.1,68.60%,0.8,2.1,2.8,1.5,1.3,0.6,0.4,1.1
2023-24,Annabelle Schultz,Wofford,26,26,37.2,9.7,3.3,9.8,33.70%,1.4,3.2,45.10%,1.9,6.7,28.30%,1.2,1.5,77.50%,0.7,4.1,4.8,1.3,0.8,2,0.1,2.6
2023-24,Micahla Funderburk,Gardner-Webb,29,29,33,8.7,2.9,8.5,34.00%,0.5,1.6,33.30%,2.4,7,34.20%,0.5,0.6,77.80%,0.2,2.3,2.4,0.8,1.2,0.7,0,2
2023-24,Karrington Gordon,Central Mich.,27,15,22.9,9.3,3.5,8.5,41.50%,2.7,5.1,53.30%,0.8,3.4,23.90%,1.4,1.9,76.50%,1.5,2,3.5,1.6,2.4,1,0.6,1.3
2023-24,Kasey Neubert,San Diego,25,23,32.5,10,3.6,8.1,43.80%,3.2,7.4,43.80%,0.3,0.7,44.40%,2.6,3.6,72.20%,3.6,6,9.6,1.7,1.6,1.3,0.2,2
2023-24,Kaila Walker,Ark.-Pine Bluff,31,26,28.7,8.1,2.2,6,36.90%,0.9,2.2,41.20%,1.3,3.8,34.50%,2.3,2.9,79.10%,0.6,1.5,2.2,2,1.1,0.8,0.1,2
2023-24,Abby Muse,Boise St.,33,33,25.3,7.6,3.1,6.2,49.50%,3.1,6.2,49.50%,0,0,--,1.4,2.7,52.80%,2.2,6.3,8.5,1.4,2.1,1.2,2.6,2.5
2023-24,Kate Bullman,Illinois St.,33,33,31.1,7.6,2.6,6.7,38.90%,1.5,3.6,41.50%,1.1,3.1,35.90%,1.3,1.8,71.20%,0.8,7,7.8,2.5,2,0.9,2,2.1
2023-24,Robyn Lee,Louisiana Tech,31,21,21.4,8.1,3.2,7.4,42.80%,2.9,6.4,44.90%,0.3,1,29.00%,1.5,2.8,53.50%,1.4,2.4,3.8,1.4,1.2,0.8,0,2.1
2023-24,Mackenzie Amalia,Canisius,30,30,34.5,8.4,2.6,8.8,29.70%,1,3.6,28.00%,1.6,5.2,30.80%,1.6,2.6,60.30%,0.8,2.4,3.2,4.2,3.2,1.2,0,2.3
2023-24,Angelina Robles,Denver,28,28,28.2,9,3.5,7.8,44.70%,3.3,6,53.80%,0.3,1.8,14.00%,1.7,2.7,64.00%,1.2,1.6,2.8,2.9,1.9,1.2,0.1,2.7
2023-24,Maty Wilke,Utah,32,13,22.3,7.8,2.8,7.1,38.60%,1.2,2.7,43.00%,1.6,4.4,35.90%,0.8,0.9,80.00%,0.8,1.4,2.2,1.6,1.2,1.6,0.2,1.6
2023-24,Alexis Davis,Buffalo,32,11,26.8,7.8,2.9,6.3,45.30%,2.9,6.3,45.80%,0,0.1,0.00%,2.1,3.2,64.10%,2.6,3.8,6.3,0.5,1.3,0.6,0.4,3.1
2023-24,Jiselle Woodson,Northwestern St.,23,22,32,10.9,3.6,11.9,30.40%,2.5,7.1,35.60%,1.1,4.8,22.70%,2.6,3.5,72.80%,0.9,3.5,4.4,2.9,2.9,1.1,0.2,1.8
2023-24,Marta Morales,Providence,33,27,26,7.6,3,6.6,45.00%,1.8,3.4,54.50%,1.1,3.2,34.90%,0.5,0.8,63.00%,0.5,3.1,3.7,2.2,2.4,0.6,0.3,0.9
2023-24,Destini Ward,Saint Francis (PA),22,22,28.2,11.4,4.4,13,33.70%,4,10.3,38.30%,0.4,2.6,15.50%,2.2,3.8,59.00%,1,3.1,4.1,1.1,3,1.3,0.3,2.6
2023-24,Mili Carrera,UMass Lowell,26,25,29.8,9.6,3.4,9.5,35.60%,1.8,5,35.70%,1.6,4.5,35.60%,1.2,1.7,72.70%,0.5,3.1,3.7,2.3,2.3,0.8,0.8,1.5
2023-24,Sydney Jaynes,Butler,31,14,23.6,8.1,3.3,7.4,44.30%,3.1,6.5,46.80%,0.2,0.9,25.90%,1.3,1.5,81.30%,1.5,2.1,3.6,2.1,1.6,0.8,0.5,2.3
2023-24,Anne-Hamilton Leroy,Longwood,24,19,26.6,10.4,4.2,9.5,43.90%,4,8.2,49.00%,0.2,1.3,12.50%,1.9,2.6,73.00%,0.4,2.1,2.5,1.4,2.6,1.3,0.1,1.2
2023-24,JaMya Mingo-Young,Auburn,29,24,25.4,8.6,2.8,7.5,36.70%,2.3,6.2,36.90%,0.5,1.3,35.90%,2.6,3.1,84.40%,0.8,3.9,4.8,3.8,1.9,1.6,0.2,1.9
2023-24,Olivia Brown,Valparaiso,26,12,23.2,9.6,3,7.3,41.60%,1.3,3,44.30%,1.7,4.3,39.60%,1.8,2.2,82.80%,0.4,1.2,1.7,1.6,2.4,1,0,1.9
2023-24,Sarah Schmitt,Idaho,29,29,31.9,8.6,2.8,8.2,34.60%,1.7,5,34.50%,1.1,3.2,34.80%,1.8,2.2,82.80%,1,3.7,4.7,2.8,1.4,1.4,0.1,1.5
2023-24,Mya Thomas,UMES,26,26,25.8,9.6,3.5,9.3,38.00%,2,5,40.00%,1.5,4.3,35.70%,1,1.2,83.30%,0.4,1.9,2.3,2.1,2,0.7,0.1,1.2
2023-24,Molly Masciantonio,La Salle,30,30,31.2,8.3,2.8,8.6,32.70%,1.6,4.2,38.40%,1.2,4.4,27.30%,1.5,2.2,69.20%,0.4,1.9,2.3,3.5,1.7,1.6,0.2,1.1
2023-24,Brittany Staves,Campbell,29,26,29.5,8.6,3.1,7.3,43.10%,1.9,3.5,53.50%,1.3,3.8,33.60%,1,1.4,71.40%,1.1,2.4,3.5,1.7,2,0.6,0.1,1.5
2023-24,Molly Sheehan,SIUE,30,15,25.9,8.3,2.5,5.8,42.90%,0.7,1.6,45.80%,1.8,4.2,41.70%,1.5,1.6,95.80%,0.3,2,2.3,2.8,2.6,0.7,0.2,1.2
2023-24,Sadie Stetson,Samford,27,27,33.3,9.2,3.3,8.3,39.60%,0.9,2.7,32.90%,2.4,5.6,42.80%,0.2,0.3,75.00%,0.5,2.3,2.8,1.2,1.4,1.4,0.1,1.8
2023-24,Meghan Kenefick,Central Conn. St.,30,29,35.4,8.3,3.7,9.3,39.60%,3,6.3,48.40%,0.7,3.1,21.70%,0.2,0.4,58.30%,1.5,4.1,5.7,1.6,1.4,0.7,0.7,2.1
2023-24,Andjela Matic,Vermont,36,5,19.8,6.9,2.4,4.8,49.40%,1.2,2.3,51.90%,1.2,2.6,47.30%,0.9,1.1,84.60%,0.2,2.3,2.6,1.3,1.4,0.4,0.1,0.7
2023-24,Anne Bair,Manhattan,28,27,36,8.9,2.9,7.7,37.00%,1.6,4,39.30%,1.3,3.7,34.60%,1.9,2.3,84.10%,0.4,2.3,2.7,3.5,2.5,1.2,0,1.6
2023-24,Abby Cater,Austin Peay,30,8,23.1,8.3,3.1,6.7,46.50%,2.4,4.8,50.70%,0.7,1.9,36.20%,1.3,2,63.90%,0.8,2.1,2.9,0.7,1.7,1,0.2,2.8
2023-24,Carley Duffney,South Dakota,33,16,21.8,7.5,2.5,6,41.10%,1.8,3.9,46.20%,0.6,2,31.30%,2,2.4,81.30%,0.8,2.1,2.8,2.2,2.2,0.4,0.1,2
2023-24,Madison Schiller,Colgate,33,32,33,7.5,2.8,6.8,41.60%,1.8,4.2,42.00%,1.1,2.7,40.90%,0.7,1.3,57.10%,1.3,4.2,5.5,2.5,1.6,1.1,0.1,2.5
2023-24,Cheyenne Talbot,Hampton,28,25,27.5,8.9,3,8,37.10%,2.8,7.1,38.50%,0.2,0.9,25.00%,2.7,4.3,63.90%,1.2,3.3,4.5,1.4,2.3,0.8,0.3,2.4
2023-24,Marissa Gasaway,Winthrop,27,27,29.8,9.2,3.1,7.4,42.50%,3.1,7.3,42.90%,0,0.1,0.00%,2.9,4,72.90%,4.6,6.1,10.7,1,3.1,1.3,0.5,2.7
2023-24,Ivy Bales,American,28,28,29.9,8.9,3.6,8.1,45.10%,3.3,7,47.20%,0.4,1.1,32.30%,1.2,1.6,73.90%,1.1,3.9,5.1,3.6,3.3,2.1,0.4,2.3
2023-24,Caroline Bornemann,Maine,34,34,33.1,7.3,2.9,7.2,40.00%,1.8,2.8,62.50%,1.1,4.4,25.50%,0.4,0.5,82.40%,2.1,3.4,5.5,1.7,1.4,0.8,0.2,2.6
2023-24,Cur'Tiera Haywood,Austin Peay,30,30,25,8.2,2.7,6.2,43.50%,1.6,3.1,51.10%,1.1,3.1,35.90%,1.7,2.2,80.00%,0.7,2.9,3.6,1.1,1.4,0.6,0.6,1.9
2023-24,Julia Martinez,Saint Louis,34,18,29.2,7.3,2.4,5.8,41.40%,2.2,5.2,42.10%,0.2,0.6,35.00%,2.2,3.4,66.70%,2,4.1,6.1,5.9,3.2,2.7,0.2,2.4
2023-24,Elena Rodriguez,Harvard,24,20,27.6,10.3,4,7.8,51.10%,3.4,6.2,55.40%,0.5,1.6,34.20%,1.8,2.5,72.10%,1.9,4.9,6.8,3.3,2.4,1.2,0.7,2.6
2023-24,Brianna Harris,ULM,29,28,24.5,8.5,3.1,7.7,40.60%,2.3,5.5,42.80%,0.8,2.2,35.40%,1.4,2,71.20%,1.1,3.7,4.8,1,2,0.6,0.7,2.9
2023-24,Yaya Felder,Baylor,34,1,15.7,7.3,2.4,5.6,42.70%,1.6,3.3,50.00%,0.8,2.4,32.50%,1.7,2.2,77.00%,0.5,1.7,2.2,2,1.6,0.8,0.1,1.6
2023-24,Addison Martin,Abilene Christian,22,21,29.5,11.2,4.5,10.1,44.10%,4.4,9.9,44.50%,0,0.2,25.00%,2.3,3.5,65.80%,2.1,2.6,4.8,1.8,1.5,0.7,0.5,2
2023-24,Chelsea Wooten,Western Caro.,25,25,32,9.9,3.3,10.9,30.00%,1.3,3.2,40.00%,2,7.7,25.90%,1.3,2,64.70%,0.1,1.9,2,1.8,2.4,0.8,0.2,1.4
2023-24,Monica Williams,Ohio,30,30,26.4,8.2,2.8,7.5,36.90%,2.2,5.4,40.50%,0.6,2.1,27.40%,2.1,3,70.30%,0.7,2.7,3.4,2.3,3.8,1.4,0.2,2.4
2023-24,Paige Rocca,Missouri St.,32,32,28.4,7.7,2.7,6.9,39.10%,1.8,4.3,40.90%,0.9,2.6,36.10%,1.4,1.6,84.60%,0.5,1.8,2.3,1.7,1.3,0.9,0.1,1.9
2023-24,Molly Mogensen,Creighton,32,32,31.9,7.7,2.9,6.3,46.00%,1.8,3.7,48.70%,1.1,2.6,42.20%,0.8,1,81.80%,0.9,4.2,5.1,4.3,2,1.1,0.3,1.9
2023-24,Justis Odom,Lindenwood,26,24,21,9.5,3.1,6.7,46.30%,3.1,6.7,46.60%,0,0,0.00%,3.2,4.4,73.00%,1.7,2.5,4.2,0.4,1.4,0.6,0.5,3.1
2023-24,Sydni Scott,Marshall,31,15,18.7,7.9,2.8,7.2,39.50%,1,1.7,55.60%,1.9,5.5,34.30%,0.4,0.6,63.20%,0.7,1.3,2,0.8,1,1.6,0.1,2
2023-24,Hannah Ronsiek,Colorado St.,28,28,31.7,8.8,3.2,7.3,43.90%,1.3,2.5,53.60%,1.9,4.9,39.00%,0.4,0.5,85.70%,0.1,5.9,6,1.4,1.2,1.1,1.1,2.2
2023-24,Aaliyah Roberson,TCU,32,18,27.5,7.7,2.9,5.9,48.90%,2,3.3,61.50%,0.9,2.6,33.30%,1,1.6,64.70%,2.1,4,6.1,1.2,1.6,0.8,0.9,2
2023-24,Kaitlyn Elsholz,CSUN,28,12,23.5,8.8,3.3,9.5,34.30%,1.8,4.5,39.40%,1.5,4.9,29.70%,0.8,0.9,84.60%,0.6,1.8,2.4,1,1.5,1.4,0.5,1.9
2023-24,Tracey Bershers,UAB,27,27,24.6,9.1,3,7.9,37.60%,0.7,1.8,38.80%,2.3,6.1,37.20%,0.9,1.1,77.40%,0.5,4.2,4.7,1.3,1.3,0.4,0.7,1.9
2023-24,Mia 'Uhila,Portland St.,29,29,30.7,8.4,2.9,7.4,38.90%,2,4.8,42.10%,0.9,2.6,32.90%,1.8,2.7,66.70%,1,3.8,4.8,2.6,3,1.2,0.1,1.7
2023-24,Ronaltha Marc,Winthrop,27,26,30,9.1,3.6,9.6,38.00%,3.2,8.3,38.80%,0.4,1.3,32.40%,1.4,2,70.40%,1.1,2,3,1.3,2.8,1.2,0.2,2.3
2023-24,Ali Saunders,Southern Ind.,30,19,23.8,8.2,2.8,6.1,46.20%,1.3,2.9,46.50%,1.5,3.3,45.90%,1,1.4,69.80%,0.3,2.5,2.8,3.7,2.1,0.9,0,1.5
2023-24,Natalie Leuzinger,Wisconsin,32,29,29.5,7.7,2.6,6.2,42.60%,1.6,2.8,56.70%,1,3.3,30.80%,1.4,1.7,81.50%,1.1,1.9,3,1.6,1.7,0.6,0.1,2.3
2023-24,Aubrey Joens,Oklahoma,33,0,16.8,7.4,2.6,6.5,39.90%,1.2,2.4,51.30%,1.3,4,33.10%,0.9,1.4,68.90%,1.1,2.2,3.3,0.7,0.7,0.7,0,1.1
2023-24,Precious Johnson,Duquesne,34,1,16.1,7.2,2.9,5.3,55.30%,2.7,4.6,59.00%,0.2,0.7,30.40%,1.1,1.5,78.00%,1.8,2.6,4.4,0.6,1.9,0.5,1.1,2.6
2023-24,Emma Calvert,BYU,33,13,21,7.4,2.8,6.3,45.00%,2.2,3.7,57.70%,0.7,2.6,26.70%,1,1.6,63.50%,0.6,3.4,4.1,1,1.9,0.6,1.3,2.9
2023-24,Alexandria Scruggs,Wake Forest,32,32,27.9,7.6,3.1,6.6,46.90%,2.8,5.3,51.80%,0.3,1.3,26.80%,1.1,2.1,51.50%,1.6,3,4.5,0.9,2.1,1,0.3,3.3
2023-24,Kailee Davis,Northern Ky.,24,21,29.5,10.2,3.4,8.8,39.00%,1.3,3.4,37.80%,2.1,5.3,39.80%,1.2,1.5,78.40%,0.3,2.3,2.7,2.9,2,0.5,0,1.7
2023-24,Danielle Vuletich,Robert Morris,28,28,26.6,8.7,3.5,7.5,47.40%,3.3,5.9,56.10%,0.3,1.6,15.60%,1.4,1.9,75.00%,1.8,4.7,6.5,1.3,1.5,0.4,0.8,2.7
2023-24,Asha Phillips,Idaho,29,29,29.3,8.4,3.2,7.8,41.60%,2.5,5.8,42.90%,0.8,2,37.90%,1.2,1.8,65.40%,0.6,3.6,4.2,1.2,2,0.7,0.2,1.9
2023-24,D'Shantae Edwards,Bethune-Cookman,28,21,27.6,8.7,2.7,7.3,37.30%,2.6,6.7,38.30%,0.1,0.6,25.00%,3.1,5.2,60.30%,1.5,2.2,3.7,1.5,3,2.1,0,2.9
2023-24,Idara Udo,UTSA,33,22,21.2,7.4,2.9,6.4,46.00%,2.9,6.4,46.00%,0,0,--,1.5,2.7,56.20%,3.5,2.5,5.9,0.8,1.7,0.5,0.8,2.8
2023-24,Logan Nissley,Nebraska,35,10,17.9,7,2.4,5.8,40.90%,0.7,1.6,43.60%,1.7,4.2,39.90%,0.5,0.7,79.20%,0.8,1.3,2.1,1.1,1,0.5,0,1.2
2023-24,Brooke Anya,Hofstra,31,28,26.4,7.8,2.6,6.6,39.30%,2.6,6.6,39.50%,0,0,0.00%,2.6,4.4,59.60%,3.7,3.5,7.3,1.2,2.4,1.5,0.7,2.7
2023-24,Sydne Watts,Navy,29,20,23.7,8.4,3.3,7.8,42.20%,2.3,5.1,44.60%,1,2.7,37.70%,0.8,1.3,64.90%,0.8,2.2,3,0.7,1.1,0.6,0.2,1.4
2023-24,Tori Nelson,South Dakota St.,31,31,29.2,7.8,3.1,7.1,43.00%,2.7,5.9,45.40%,0.4,1.2,31.60%,1.3,1.6,83.70%,1.5,3.8,5.3,2.6,2.1,0.9,1,2
2023-24,Sydney Mech,Colorado St.,30,27,30,8.1,3.3,6.3,52.70%,2.3,3.8,60.00%,1,2.4,41.10%,0.5,0.6,78.90%,0.4,2.6,3,0.9,0.9,0.7,1.4,2.2
2023-24,Halle Smith,SIUE,30,25,19.9,8.1,2.8,6.7,41.30%,2.7,6.4,42.50%,0,0.3,12.50%,2.5,3.1,80.90%,2.1,2.2,4.3,0.4,1.8,0.5,1.2,3.3
2023-24,Kelly Ratigan,Loyola Maryland,29,27,31.4,8.4,3,9.6,31.40%,1.2,3.4,34.30%,1.8,6.1,29.80%,0.6,0.9,64.00%,0.4,2,2.4,1.6,1.8,0.7,0,1.7
2023-24,Kendall McGruder,Fairfield,30,16,22.3,8.1,2.9,7.3,40.00%,1.1,2.2,47.80%,1.9,5.1,36.60%,0.3,0.5,66.70%,0.5,1.5,2,2.2,2.1,0.6,0,2
2023-24,Hattie Ogden,Buffalo,32,22,29.1,7.6,2.7,7.5,36.40%,0.9,1.9,50.00%,1.8,5.6,31.80%,0.3,0.5,64.70%,0.3,4.2,4.5,1.3,0.8,1.3,0.6,2.3
2023-24,Kaylene Smikle,Rutgers,15,14,29.4,16.1,5.6,14,40.00%,4.3,9.9,43.20%,1.3,4.1,32.30%,3.6,4.9,74.00%,1.4,3.7,5.1,2.5,3.5,1.7,0.5,2.5
2023-24,Imani Perez,Hawaii,26,26,28.6,9.3,3.5,6.3,56.40%,2.7,4.2,64.50%,0.8,2,39.60%,1.4,2.2,66.10%,1.7,3.8,5.5,1,1.7,0.7,1.2,1.8
2023-24,Elise Turrubiates,Tarleton St.,29,24,25.7,8.3,2.9,7,41.60%,2.3,5.2,45.30%,0.6,1.8,30.80%,2,2.5,79.50%,1.5,4,5.5,1.2,1.9,1,0.3,1.9
2023-24,Natalie Picton,Montana St.,33,33,28.9,7.3,2.6,8,32.70%,1.7,4.6,37.50%,0.9,3.4,26.10%,1.2,1.5,80.40%,0.5,1.6,2.2,2.1,2.9,1.7,0,2.1
2023-24,Faith Acker,Tarleton St.,27,25,19.8,9,3.9,9.3,41.80%,3.9,9.3,42.00%,0,0,0.00%,1.2,1.7,69.60%,1.4,4.4,5.8,0.7,1.6,0.7,1.1,2.7
2023-24,Jacinta Buckley,Eastern Wash.,24,21,29.3,10.1,4,9,45.10%,2.8,5.5,51.90%,1.2,3.5,34.50%,0.8,1,79.20%,1.8,4.6,6.4,1.1,0.9,0.9,0.8,1.6
2023-24,Halee Smith,Lafayette,30,30,29.1,8.1,3.1,7.7,40.90%,1.9,4.7,40.10%,1.2,2.9,42.00%,0.6,0.9,65.40%,1.1,3.2,4.3,1.6,1.8,0.9,0.3,2
2023-24,Mesa Byom,South Dakota St.,31,14,20.8,7.8,2.8,6,46.20%,2.6,5.3,48.50%,0.2,0.7,28.60%,2.1,2.5,81.00%,2,4.8,6.8,0.9,1.5,0.5,1.1,2.4
2023-24,Ajulu Thatha,FGCU,32,28,18.3,7.6,2.5,5.6,44.40%,1.4,2.4,59.20%,1.1,3.2,33.30%,1.6,2,76.90%,1.3,2.9,4.3,0.7,1.1,1,0.4,2
2023-24,Sophia Diehl,Colgate,33,33,29.8,7.3,2.9,6.4,45.00%,2.2,4.2,50.70%,0.7,2.2,33.80%,0.8,1,84.80%,1.6,4.9,6.5,1.8,1.8,0.5,0.4,1.8
2023-24,Tahlia Walton,IUPUI,23,16,24.5,10.5,3.9,8.3,46.80%,3.1,5.6,55.00%,0.8,2.7,29.50%,2,3,65.20%,0.6,2.2,2.7,2,2.4,0.4,0.7,1.6
2023-24,Diaba Konate,UC Irvine,32,31,26.6,7.5,3.2,8.6,36.70%,3.1,7.7,40.20%,0.1,0.9,6.90%,1.2,1.8,64.90%,0.8,1.6,2.4,3.7,2.5,2,0.1,2.3
2023-24,Taylor Valladay,Penn St.,21,15,25.4,11.5,4,7,56.50%,3,5.2,57.80%,1,1.8,52.60%,2.6,3.9,67.10%,0.5,1.7,2.2,2.3,2.3,1.2,0.1,2.4
2023-24,Lara Edmanson,Santa Clara,32,30,23,7.5,2.9,5.5,53.40%,2.2,3.9,55.60%,0.8,1.6,48.00%,0.9,1.1,80.60%,1.7,2,3.7,1,1.1,0.8,0.4,2.8
2023-24,Abbey Kimball,Michigan St.,31,31,23.6,7.8,2.6,6.2,42.40%,1.1,2,54.80%,1.5,4.2,36.40%,1,1.1,94.10%,0.2,1.7,1.9,1.3,1,1,0.1,1
2023-24,Elena Bosgana,Stanford,36,36,17.9,6.7,2.4,5.8,41.50%,1.5,2.8,52.50%,0.9,2.9,31.10%,1,1.3,75.00%,1.1,2.4,3.5,1.7,0.9,0.6,0.2,0.8
2023-24,Ashley Scoggin,UNLV,33,30,22.5,7.3,2.8,7.2,38.50%,1.5,2.8,52.10%,1.3,4.4,29.70%,0.4,0.5,93.30%,0.3,2.6,2.9,1.4,1.1,0.8,0.1,1.4
2023-24,Lanae Riley,Akron,29,13,21.6,8.3,3.1,6.7,46.90%,2.2,4.5,48.90%,0.9,2.2,42.90%,1.1,1.4,75.60%,1.5,2.3,3.8,0.6,1.6,0.5,0.6,1.6
2023-24,Aleighyah Fontenot,Southern U.,29,29,27.4,8.3,2.8,8.2,34.50%,1.1,2.9,37.30%,1.8,5.3,32.90%,0.9,1.2,73.50%,0.6,2.3,2.9,1,1,1.2,0.1,1.7
2023-24,Abbie Aalsma,Illinois St.,32,32,25,7.5,2.8,6.8,41.50%,1.2,2.3,51.40%,1.7,4.5,36.60%,0.2,0.4,58.30%,0.3,1.8,2.2,1.1,1.2,0.8,0.1,1.5
2023-24,Colleen McQuillen,Lehigh,26,24,29.1,9.2,3.1,7.2,42.80%,1.7,3.3,51.20%,1.4,3.9,35.60%,1.7,1.9,88.00%,0.3,2.7,3,3.7,3.2,1.3,0.3,1.9
2023-24,Semie Brar,Wagner,27,11,25.9,8.9,3,8.4,35.70%,1.6,4.2,38.60%,1.4,4.2,32.70%,1.5,2,75.90%,0.5,2.1,2.6,1.3,2.7,1.4,0.1,1.7
2023-24,Mikayla Etienne,Nicholls,27,9,21.8,8.9,3.2,9.6,33.70%,1.3,3.3,40.00%,1.9,6.2,30.40%,0.5,0.8,63.60%,0.4,1.7,2.2,0.7,2.1,0.8,0,2.1
2023-24,Donovyn Hunter,Oregon St.,35,34,27.6,6.8,2.8,6.7,41.60%,2,4.3,46.30%,0.8,2.4,33.30%,0.5,0.8,60.70%,0.4,2,2.5,3.7,1.5,0.7,0.3,1.5
2023-24,Jalencia Pierre,Southeastern La.,27,25,28.3,8.9,3.2,8.2,39.40%,2.8,7.2,39.00%,0.4,1,42.30%,2,3.1,65.10%,0.5,3.1,3.6,3,2.2,1.4,0,2.1
2023-24,Grace Beasley,Northern Ariz.,27,23,21.4,8.9,3.3,8.6,38.80%,2.8,6.5,42.60%,0.6,2.1,26.80%,1.6,1.9,88.00%,0.7,3.8,4.6,2.7,2.8,1.1,0.1,2.5
