SEASON,PLAYER,TEAM,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
2023-24,Maddie Cleary,North Texas,26,0,4.9,0.7,0.2,0.9,16.70%,0.1,0.2,50.00%,0.1,0.8,10.00%,0.3,0.3,77.80%,0.1,0.5,0.6,0.2,0.1,0.2,0,0.3
2023-24,Ruby MacDonald,Cal St. Fullerton,14,3,8.3,1.2,0.4,1.6,27.30%,0.3,0.5,57.10%,0.1,1.1,13.30%,0.2,0.3,75.00%,0.3,1.1,1.4,0.2,0.5,0.2,0,1
2023-24,Takiya Howard,Southern Ind.,11,0,6.1,1.5,0.5,2.2,25.00%,0.4,1.5,25.00%,0.2,0.7,25.00%,0.3,0.5,50.00%,0.5,0.8,1.4,0.3,0.7,0.1,0.1,0.7
2023-24,Sydney Palma,Grand Canyon,14,0,6.6,1.2,0.4,1.5,28.60%,0.4,0.6,62.50%,0.1,0.9,7.70%,0.3,0.5,57.10%,0.2,0.3,0.5,1,0.4,0.5,0.1,0.4
2023-24,Alma Elsnitz,California,11,0,8.5,1.5,0.5,1.6,33.30%,0.4,0.7,50.00%,0.2,0.9,20.00%,0.3,0.4,75.00%,0.4,0.5,0.9,0.4,0.4,0.4,0.1,1.3
2023-24,Faye Parker,Richmond,34,0,4.8,0.5,0.2,0.6,30.00%,0.2,0.4,40.00%,0,0.1,0.00%,0.1,0.2,83.30%,0.2,0.6,0.7,0.2,0.5,0.1,0.7,1.3
2023-24,Michelle Ojo,Delaware,3,0,9,5.7,1.7,4,41.70%,1.7,4,41.70%,0,0,--,2.3,2.7,87.50%,1,1.3,2.3,0.7,0.7,0,0,0.7
2023-24,Wilnie Joseph,Louisiana,17,4,9.5,1,0.5,0.9,50.00%,0.5,0.9,50.00%,0,0,--,0.1,0.4,16.70%,0.6,0.7,1.4,0.1,0.6,0.2,0,1.7
2023-24,Marta Espinal,Loyola Maryland,18,0,7.6,0.9,0.4,0.8,50.00%,0.4,0.6,63.60%,0,0.2,0.00%,0.2,0.3,60.00%,0.2,0.4,0.7,0.3,0.3,0.3,0,0.7
2023-24,Imani Williams,New Orleans,18,2,5.9,0.9,0.4,1.6,28.60%,0.4,1.3,29.20%,0.1,0.2,25.00%,0,0.2,0.00%,0,0.3,0.3,0.2,0.6,0.1,0,0.6
2023-24,Kailah Johnson,Ohio,12,0,5.6,1.4,0.3,1,25.00%,0.1,0.4,20.00%,0.2,0.6,28.60%,0.8,1,75.00%,0.1,0.3,0.3,0.1,0.4,0.2,0,0.2
2023-24,Timya Thurman,Auburn,17,0,3.7,1,0.4,0.9,43.80%,0.4,0.9,43.80%,0,0,--,0.2,0.3,60.00%,0.2,0.3,0.5,0.2,0.3,0.1,0.4,0.3
2023-24,Ali'a Matavao,BYU,19,0,4.6,0.9,0.4,1.5,24.10%,0.4,1.2,30.40%,0,0.3,0.00%,0.2,0.4,37.50%,0.3,0.4,0.7,0.2,0.7,0.1,0.1,1.1
2023-24,Arlisha Boston,Hampton,8,3,16.2,2.1,0.6,2.5,25.00%,0.3,1.6,15.40%,0.4,0.9,42.90%,0.5,0.8,66.70%,0.5,2,2.5,0.3,1.5,0.1,0,2.1
2023-24,Lexie Roe,Niagara,19,0,4.7,0.9,0.3,1.7,15.20%,0.1,0.7,14.30%,0.2,1,15.80%,0.2,0.4,50.00%,0.2,0.4,0.5,0.2,0.3,0.3,0,0.4
2023-24,Marianna Papazoglou,Penn,17,0,5,1,0.4,0.8,42.90%,0.1,0.1,50.00%,0.3,0.7,41.70%,0,0,--,0,0.4,0.4,0.3,0.2,0.1,0,0.2
2023-24,Corina Suarez-Tudela,Tennessee St.,10,0,5.1,1.7,0.6,1.8,33.30%,0.1,0.2,50.00%,0.5,1.6,31.30%,0,0,--,0.1,0.4,0.5,0.2,0.3,0,0.1,0.1
2023-24,Cam Mathews,Tulsa,15,2,9,1.1,0.2,0.7,30.00%,0.1,0.3,40.00%,0.1,0.3,20.00%,0.7,0.7,90.90%,0.3,1.3,1.6,0.9,0.9,0.5,0,1.4
2023-24,Ashleigh Connor,Saint Louis,16,0,2.8,1,0.4,1,43.80%,0.4,0.9,50.00%,0,0.1,0.00%,0.1,0.4,33.30%,0.4,0.4,0.8,0.2,0.3,0.3,0,0.6
2023-24,Alexsyah Goudeau,UT Arlington,15,0,5.9,1.1,0.4,1.1,35.30%,0.3,0.7,45.50%,0.1,0.4,16.70%,0.2,0.3,75.00%,0.4,0.4,0.8,0.5,0.3,0.2,0,0.8
2023-24,Natalia Chavez,New Mexico,11,0,6.6,1.5,0.5,1.5,29.40%,0,0.2,0.00%,0.5,1.4,33.30%,0.1,0.2,50.00%,0,1,1,0.4,0.3,0.1,0,0.3
2023-24,Olivia Lawlor,Dartmouth,11,0,5.7,1.5,0.5,1.3,35.70%,0.5,1.3,35.70%,0,0,--,0.5,1,54.50%,0.5,0.5,1.1,0.1,0.5,0.1,0,0.5
2023-24,Sydney Bolden,Ball St.,15,0,3.2,1.1,0.4,0.9,46.20%,0.4,0.7,54.50%,0,0.1,0.00%,0.3,0.5,50.00%,0.1,0.3,0.4,0.1,0.1,0.2,0,0.5
2023-24,Sarah Cernugel,Notre Dame,15,0,2.6,1.1,0.3,0.7,40.00%,0.1,0.3,40.00%,0.1,0.3,40.00%,0.4,0.4,100.00%,0.1,0.5,0.5,0.1,0.1,0.1,0,0.3
2023-24,Amelia Osgood,Princeton,17,0,7.5,0.9,0.3,1.5,19.20%,0.1,0.3,20.00%,0.2,1.2,19.00%,0.1,0.1,100.00%,0.2,0.4,0.6,0.5,0.6,0.1,0,0.2
2023-24,Afia Owusu-Mensah,Sacred Heart,23,0,6.2,0.7,0.3,0.8,31.60%,0.2,0.5,33.30%,0.1,0.3,28.60%,0.1,0.1,66.70%,0.3,0.4,0.7,0.2,0.4,0.1,0.1,0.6
2023-24,Caroline Ducharme,UConn,4,4,14.7,4,1.3,4,31.30%,0.8,2,37.50%,0.5,2,25.00%,1,1.5,66.70%,0.5,1.5,2,0.5,1,0.8,0.3,1.5
2023-24,Catalina Ion,Wright St.,19,0,4.2,0.8,0.3,0.6,41.70%,0.2,0.4,42.90%,0.1,0.3,40.00%,0.2,0.3,80.00%,0.2,0.3,0.5,0.3,0.2,0.2,0.1,0.4
2023-24,Grace Talbot,UC San Diego,6,0,11.7,2.7,0.7,2.5,26.70%,0,0.5,0.00%,0.7,2,33.30%,0.7,1,66.70%,0.2,0.2,0.3,1,2,0.3,0,0.8
2023-24,Alyssa Green-White,Alabama St.,17,1,6,0.9,0.4,1.8,22.60%,0.4,1.8,22.60%,0,0,--,0.1,0.2,50.00%,0.1,0.7,0.8,0.1,0.6,0.1,0.1,0.8
2023-24,Grace Carstensen,DePaul,17,0,5.5,0.9,0.3,1.2,25.00%,0.1,0.2,25.00%,0.2,0.9,25.00%,0.1,0.1,100.00%,0.1,0.4,0.4,0.1,0.2,0.1,0.1,0.2
2023-24,Isabella Mallory,Stonehill,14,0,11.3,1.1,0.4,1.5,28.60%,0.4,1.5,28.60%,0,0,--,0.3,0.6,44.40%,0.6,1.7,2.3,0.6,0.4,0.5,0.2,1.4
2023-24,Paris Gaines,Kansas,9,0,5.9,1.8,0.8,1.3,58.30%,0.8,1.3,58.30%,0,0,--,0.2,0.2,100.00%,0.2,1.4,1.7,0.1,0.7,0.3,0.1,1.6
2023-24,Caroline Shiery,Liberty,13,0,3.9,1.2,0.5,0.9,58.30%,0.5,0.8,63.60%,0,0.1,0.00%,0.2,0.5,33.30%,0.5,1,1.5,0.2,0.2,0.1,0,0.5
2023-24,Brynn Senden,Minnesota,16,0,3.7,1,0.3,0.9,33.30%,0.2,0.5,37.50%,0.1,0.4,28.60%,0.3,0.3,100.00%,0.2,0.3,0.4,0.3,0.4,0.3,0,0.1
2023-24,J'Adore Young,Ole Miss,7,0,6.8,2.3,0.9,2,42.90%,0.9,1.9,46.20%,0,0.1,0.00%,0.6,0.9,66.70%,0.7,1,1.7,0,0.6,0.6,0.6,1
2023-24,Tionna Herron,Texas,11,0,3.4,1.5,0.6,1.2,53.80%,0.6,1.2,53.80%,0,0,--,0.2,0.4,50.00%,0.5,0.3,0.7,0.1,0,0.1,0.2,0.5
2023-24,Brianna Jackson,Oklahoma St.,4,0,7.4,4,1.5,2.3,66.70%,1.5,2.3,66.70%,0,0,--,1,1.3,80.00%,1,1.3,2.3,0,0.8,0,0.5,1.5
2023-24,Julia Fabozzi,Wagner,7,1,9,2.3,1,2.6,38.90%,1,1.6,63.60%,0,1,0.00%,0.3,0.3,100.00%,0.3,0.6,0.9,0.4,0.3,0.1,0,0.6
2023-24,Erin Tarasow,Seattle U,18,0,7.6,0.9,0.3,1.7,16.10%,0.1,0.3,33.30%,0.2,1.4,12.00%,0.2,0.2,75.00%,0.1,0.6,0.6,0.4,0.4,0.2,0,0.8
2023-24,Felmas Koranga,Troy,3,0,10.7,5.3,2.3,4.7,50.00%,2,4.3,46.20%,0.3,0.3,100.00%,0.3,0.7,50.00%,0,1.7,1.7,0.3,0.3,0.7,0.3,0.7
2023-24,Elena Delicado,Binghamton,24,2,7.6,0.7,0.3,1.2,25.00%,0.3,1.2,25.00%,0,0,--,0.1,0.1,100.00%,0.5,0.9,1.4,0.5,0.3,0.4,0.3,0.8
2023-24,Ivi Nikolova,Old Dominion,14,0,3.5,1.1,0.4,1.9,18.50%,0,0.1,0.00%,0.4,1.8,20.00%,0,0,--,0,0.1,0.1,0.1,0.3,0.4,0,0.1
2023-24,Ellie Foster,UNI,17,0,3.6,0.9,0.3,0.9,31.30%,0.1,0.2,25.00%,0.2,0.7,33.30%,0.1,0.1,50.00%,0.1,0.2,0.4,0.1,0.1,0.1,0,0.3
2023-24,Andie Zylak,Eastern Wash.,15,0,5.2,1,0.4,1.1,35.30%,0.2,0.7,30.00%,0.2,0.5,42.90%,0,0,--,0.1,0.3,0.3,0.7,0.4,0.3,0,0
2023-24,Amirah Allen,Howard,15,0,4.5,1,0.5,0.9,53.80%,0.5,0.9,53.80%,0,0,--,0.1,0.3,25.00%,0.5,0.5,0.9,0.2,0.4,0.3,0,0.7
2023-24,Jordan Billing,Cal Poly,12,0,3.3,1.3,0.4,1.2,35.70%,0.2,0.6,28.60%,0.3,0.6,42.90%,0.2,0.2,100.00%,0.4,0.1,0.5,0.1,0.2,0.3,0,0.6
2023-24,Jordan Hoffman,Cal Poly,22,0,4.7,0.7,0.2,0.6,30.80%,0.1,0.3,42.90%,0,0.3,16.70%,0.3,0.6,42.90%,0,0,0.1,0.4,0.5,0.2,0,0.8
2023-24,Meena Tate,Dartmouth,12,0,7.5,1.3,0.5,1.9,26.10%,0.3,1.3,26.70%,0.2,0.7,25.00%,0.1,0.2,50.00%,0.3,0.3,0.6,0.3,0.4,0.5,0,0.3
2023-24,Kailani Lindsey,Eastern Ky.,17,0,5,0.9,0.3,0.8,38.50%,0.3,0.8,38.50%,0,0,--,0.3,0.5,55.60%,0.5,1.1,1.5,0.2,0.4,0.2,0.3,0.7
2023-24,Anica Skrivan,Evansville,5,0,4.8,3,1.4,2.2,63.60%,1.4,2.2,63.60%,0,0,--,0.2,0.6,33.30%,0.2,1,1.2,0,0,0,0,0
2023-24,Deivejon Harris,Grambling,4,0,10.4,3.8,1.8,3.5,50.00%,1.8,3,58.30%,0,0.5,0.00%,0.3,0.5,50.00%,1.3,1.8,3,0,1.8,0.5,0.3,2
2023-24,Evie Goetz,Louisiana Tech,9,0,8.2,1.7,0.4,2.1,21.10%,0.1,0.7,16.70%,0.3,1.4,23.10%,0.4,0.6,80.00%,0.9,0.3,1.2,0.8,0.6,0.1,0.1,0.8
2023-24,Ines Bettencourt,UConn,27,0,5.1,0.6,0.3,1.1,23.30%,0.3,0.9,29.20%,0,0.2,0.00%,0,0.1,50.00%,0.3,0.4,0.7,0.4,0.4,0.3,0.1,0.4
2023-24,Myca Trail,ULM,5,0,11.8,3,1,3.4,29.40%,0.6,2.4,25.00%,0.4,1,40.00%,0.6,1.6,37.50%,1.8,1.2,3,0.6,1.2,0.4,0,2.2
2023-24,Iyanna Rogers,Penn,13,0,4.6,1.2,0.5,1.2,37.50%,0.4,1.1,35.70%,0.1,0.2,50.00%,0.2,0.2,100.00%,0.1,0.8,0.8,0.2,0.5,0.1,0.4,0.5
2023-24,Ewa Kielar,Western Caro.,18,3,6.5,0.8,0.3,1.1,31.60%,0.3,1.1,31.60%,0,0,--,0.2,0.3,50.00%,0.4,0.9,1.3,0.2,0.8,0.3,0.2,0.8
2023-24,Chelsea Graiver,Stonehill,5,0,7.1,3,0.8,2,40.00%,0.4,0.8,50.00%,0.4,1.2,33.30%,1,1.4,71.40%,0.4,0.6,1,0,0.6,0,0,0.2
2023-24,Donyeil Bolton,Alabama St.,13,6,6.5,1.2,0.4,1,38.50%,0.4,1,38.50%,0,0,--,0.4,0.7,55.60%,0.6,1,1.6,0.2,0.6,0,0.4,1.5
2023-24,Prunelle Mungo,Winthrop,21,0,5,0.7,0.3,0.5,60.00%,0.3,0.5,60.00%,0,0,--,0.1,0.4,37.50%,0.2,0.4,0.6,0,0.5,0,0.1,0.8
2023-24,Carmen Williams,George Mason,13,0,7,1.2,0.5,1.6,28.60%,0.2,0.8,30.00%,0.2,0.8,27.30%,0,0,--,0.3,1.1,1.4,0.2,0.1,0.2,0,0.6
2023-24,Thai Davis,Sacred Heart,20,0,4.4,0.8,0.2,0.6,33.30%,0.2,0.5,44.40%,0,0.2,0.00%,0.4,0.4,87.50%,0,0.6,0.6,0.6,0.6,0.3,0.1,0.8
2023-24,Angela Samuel,Southern Ill.,19,0,7.6,0.8,0.3,1.2,22.70%,0.3,1.2,22.70%,0,0,--,0.3,0.4,62.50%,0.6,1.7,2.3,0.1,0.6,0.3,0.1,1.7
2023-24,Katy Reyerson,UNI,13,0,5.4,1.2,0.5,1.1,42.90%,0.3,0.5,57.10%,0.2,0.5,28.60%,0.1,0.2,50.00%,0.3,1.2,1.5,0.2,0.4,0.1,0.1,0.5
2023-24,Jailah Pelly,Indiana St.,15,0,4.1,1,0.3,1.2,27.80%,0.1,0.7,18.20%,0.2,0.5,42.90%,0.1,0.3,50.00%,0.1,0.8,0.9,0.1,0.7,0.1,0.1,0.5
2023-24,Emma Lucio,UTSA,13,0,7.6,1.2,0.4,2,19.20%,0.2,0.8,30.00%,0.2,1.2,12.50%,0.2,0.6,37.50%,0.2,0.7,0.8,0.5,1.1,0.1,0,0.8
2023-24,Natalia Tondi,VCU,23,0,6.1,0.7,0.2,0.9,23.80%,0,0.1,0.00%,0.2,0.8,27.80%,0,0,--,0.1,0.3,0.5,0.6,0.4,0.2,0,0.7
2023-24,Nevaeh Foster,Western Ky.,13,0,5.1,1.2,0.4,1.4,27.80%,0.2,0.7,33.30%,0.2,0.7,22.20%,0.2,0.3,75.00%,0.2,0.1,0.2,0,0.2,0.4,0.1,0.5
2023-24,Claudia Clement,Winthrop,16,0,7.7,0.9,0.4,1.4,30.40%,0.4,1.4,30.40%,0,0,--,0.1,0.3,25.00%,0.2,0.6,0.8,0.1,0.4,0.1,0,1.6
2023-24,Ar'Mani Reid,Winthrop,19,0,7.7,0.8,0.1,1.1,9.50%,0.1,0.6,8.30%,0.1,0.5,11.10%,0.5,1.2,45.50%,0.3,0.6,0.9,0.2,0.5,0.2,0.1,0.7
2023-24,Macie Taylor,Wright St.,23,0,3.4,0.7,0.2,1,21.70%,0.2,0.3,57.10%,0,0.7,6.30%,0.2,0.2,100.00%,0.3,0.4,0.7,0.2,0.3,0.1,0,0.4
2023-24,Sydney Postell,Le Moyne,15,0,3.7,1,0.4,0.7,60.00%,0.4,0.7,60.00%,0,0,--,0.2,0.3,60.00%,0.3,0.4,0.7,0.4,0.1,0,0.1,0.3
2023-24,Vitoria Carvalho,Tarleton St.,15,0,6.1,1,0.3,1.3,26.30%,0.3,1.3,26.30%,0,0,--,0.3,0.4,83.30%,0.4,1.1,1.5,0.2,1.3,0.1,0.5,0.7
2023-24,Inés Monteagudo,Boston U.,1,0,27.3,15,5,9,55.60%,2,2,100.00%,3,7,42.90%,2,2,100.00%,0,0,0,5,1,1,0,0
2023-24,Imani Warren,New Mexico St.,8,0,4.8,1.9,0.8,2.4,31.60%,0.8,2.3,33.30%,0,0.1,0.00%,0.4,0.5,75.00%,0.5,0.8,1.3,0.1,0.4,0.5,0.1,0.3
2023-24,Katie Ledden,Rhode Island,14,0,3.5,1.1,0.4,1.2,29.40%,0.1,0.4,33.30%,0.2,0.8,27.30%,0.1,0.1,100.00%,0.2,0.1,0.4,0.1,0.3,0,0.1,0.4
2023-24,Patricia Sherrill,New Orleans,16,0,6,0.9,0.4,1.2,36.80%,0.4,1.2,36.80%,0,0,--,0,0,--,0.5,0.9,1.4,0.2,0.5,0.2,0.1,1
2023-24,Mahogany Cottingham,North Dakota,16,0,5.9,0.9,0.3,1.3,20.00%,0.1,0.7,18.20%,0.1,0.6,22.20%,0.3,0.3,80.00%,0.1,0.3,0.3,0.2,0.4,0.4,0.1,1.5
2023-24,Michala Bork,Idaho,9,0,9,1.6,0.4,1.7,26.70%,0.2,1,22.20%,0.2,0.7,33.30%,0.4,0.7,66.70%,0.3,0.7,1,0.1,0.9,0.3,0.1,0.4
2023-24,Caroline Dotsey,Maine,20,0,4,0.7,0.3,0.9,35.30%,0.3,0.8,40.00%,0,0.1,0.00%,0.1,0.1,100.00%,0.1,0.7,0.8,0.3,0.5,0,0,0.7
2023-24,Halle Vice,Marquette,12,0,5.2,1.2,0.6,1.4,41.20%,0.6,1.3,46.70%,0,0.2,0.00%,0,0,--,0.5,0.4,0.9,0.2,0.3,0,0,0.2
2023-24,Ituau Tuisaula,SFA,16,0,3.9,0.9,0.3,0.5,50.00%,0.3,0.4,57.10%,0,0.1,0.00%,0.4,0.6,60.00%,0.4,1,1.4,0.2,0.3,0.1,0.1,0.8
2023-24,Elle Blatchford,Southern Miss.,21,0,11.7,0.7,0.2,1.2,20.00%,0.2,0.5,36.40%,0,0.7,7.10%,0.1,0.4,37.50%,0.3,0.6,1,0.7,0.6,0.8,0.1,1.4
2023-24,Clara Glad,UC Davis,20,0,5.7,0.7,0.3,1.3,24.00%,0.2,0.5,44.40%,0.1,0.8,12.50%,0,0.1,0.00%,0.2,0.4,0.6,0.1,0.4,0.3,0,0.6
2023-24,Aysia Hinton,UMES,13,0,6.8,1.1,0.4,1.7,22.70%,0.1,0.2,33.30%,0.3,1.5,21.10%,0,0,--,0.1,0.5,0.5,0.2,0.4,0.2,0,0.5
2023-24,Joelle Davis,UNC Greensboro,14,0,4,1,0.4,2.1,16.70%,0.1,0.1,100.00%,0.3,2.1,13.80%,0,0,--,0.1,0.2,0.3,0.1,0.2,0,0,0
2023-24,Aiyana Mitchell,Vanderbilt,15,0,3.9,0.9,0.4,0.7,54.50%,0.4,0.7,54.50%,0,0,--,0.1,0.3,50.00%,0.3,0.5,0.7,0,0.2,0,0.3,0.7
2023-24,Jailynn Brill,Western Ky.,20,0,4.6,0.7,0.3,0.5,50.00%,0.3,0.5,50.00%,0,0,--,0.2,0.5,44.40%,0.4,0.3,0.7,0.2,0.4,0.1,0.1,0.8
2023-24,Sarah Thompson,ETSU,18,1,6.9,0.8,0.3,1.3,21.70%,0.1,0.3,16.70%,0.2,0.9,23.50%,0,0.1,0.00%,0.1,0.6,0.6,0.3,0.4,0.2,0,0.7
2023-24,Tenley Dowell,UAB,7,0,8.9,2,0.7,2.4,29.40%,0.3,0.6,50.00%,0.4,1.9,23.10%,0.1,0.3,50.00%,0.3,1.4,1.7,0,0.3,0,0,1
2023-24,Katrine Jessen,Missouri St.,16,1,5.4,0.9,0.4,1,37.50%,0.3,0.8,30.80%,0.1,0.2,66.70%,0,0.1,0.00%,0.6,0.7,1.3,0.1,0.5,0.1,0.3,0.6
2023-24,Kate Manley,Nicholls,20,0,5.6,0.7,0.2,0.9,22.20%,0.2,0.9,23.50%,0,0.1,0.00%,0.3,0.4,75.00%,0.4,0.6,0.9,0.2,0.3,0,0.3,1
2023-24,Kiayra Ellis,Arkansas St.,11,0,8.6,1.3,0.6,2,31.80%,0.6,1.6,38.90%,0,0.4,0.00%,0,0.2,0.00%,0.2,0.5,0.6,0.5,0.6,0.2,0.2,1.3
2023-24,Daija Powell,Bradley,3,3,20.3,4.7,2,4.3,46.20%,2,4.3,46.20%,0,0,--,0.7,1,66.70%,1,1.7,2.7,0.7,1.7,0.3,1.3,4
2023-24,Edie Darby,Tennessee,13,0,4.4,1.1,0.4,1.1,35.70%,0.2,0.4,60.00%,0.2,0.7,22.20%,0.2,0.2,100.00%,0.2,0.6,0.8,0.4,0.4,0.3,0,0.6
2023-24,Tiani Abrams,Northern Colo.,11,2,6.7,1.3,0.5,1.8,25.00%,0.1,0.2,50.00%,0.4,1.6,22.20%,0,0,--,0,0.7,0.7,0.3,0.6,0.1,0,0.4
2023-24,Abbey Ferguson,Colgate,26,0,4.9,0.5,0.3,0.7,41.20%,0.3,0.6,46.70%,0,0.1,0.00%,0,0,--,0.3,0.5,0.8,0.4,0.2,0.2,0,0.3
2023-24,Zennia Thomas,Kentucky,7,1,11.3,2,0.6,2,28.60%,0.6,1.7,33.30%,0,0.3,0.00%,0.9,1.4,60.00%,0.7,1,1.7,0.1,1.6,0.1,0.6,1.3
2023-24,Dia Denes,LIU,21,4,6.6,0.7,0.3,0.9,31.60%,0.3,0.9,31.60%,0,0,--,0.1,0.2,50.00%,0.3,0.4,0.7,0.2,0.6,0.1,0.2,0.9
2023-24,Jessica Woods,Campbell,18,0,4.4,0.8,0.3,1,27.80%,0.2,0.6,27.30%,0.1,0.4,28.60%,0.1,0.2,50.00%,0.1,0.6,0.6,0.3,1,0.2,0,0.4
2023-24,Casey Prior,Fairfield,17,0,3.2,0.8,0.3,1.1,26.30%,0.1,0.1,50.00%,0.2,1,23.50%,0,0,--,0,0,0,0,0.1,0,0.1,0.4
2023-24,Kanija Daniel,Ga. Southern,15,0,6.3,0.9,0.3,1.5,22.70%,0.3,0.7,45.50%,0,0.7,0.00%,0.3,0.8,33.30%,0.4,0.8,1.2,0.5,0.9,0.6,0.3,0.6
2023-24,Aaliyah Hunt,Georgia St.,11,0,4.3,1.3,0.5,0.9,60.00%,0.5,0.9,60.00%,0,0,--,0.2,0.5,40.00%,0.3,0.9,1.2,0.1,0.1,0.1,0.8,0.2
2023-24,Ava McGee,Boston College,9,0,7,1.6,0.6,1.3,41.70%,0.4,1.2,36.40%,0.1,0.1,100.00%,0.3,0.4,75.00%,0.3,0.3,0.7,0.7,0.7,0.4,0,1
2023-24,Emily Siesel,Bowling Green,26,0,8.9,0.5,0.2,0.7,29.40%,0.1,0.2,33.30%,0.1,0.4,27.30%,0,0.1,50.00%,0.2,0.7,0.9,0.7,0.6,0.5,0,0.6
2023-24,Jaci Tubergen,Bowling Green,14,0,3.6,1,0.4,0.6,66.70%,0.3,0.4,80.00%,0.1,0.3,50.00%,0,0.1,0.00%,0.1,0.5,0.6,0,0.1,0,0,0.1
2023-24,Marta Hermoso,McNeese,17,0,5.9,0.8,0.3,1.9,15.60%,0.1,0.4,16.70%,0.2,1.5,15.40%,0,0,--,0.3,0.2,0.5,0.1,0.2,0.1,0,0.8
2023-24,Jaelyn Bates,New Mexico,7,0,10,2,0.7,3,23.80%,0.1,0.6,25.00%,0.6,2.4,23.50%,0,0,--,0.3,1,1.3,1.3,1,0.6,0,0.7
2023-24,Paisley Specht,Northern Colo.,19,0,10.4,0.7,0.2,1.2,18.20%,0.1,0.6,9.10%,0.2,0.6,27.30%,0.2,0.4,42.90%,0.2,0.6,0.8,0.4,0.7,0.2,0.1,1.3
2023-24,Hailee Ford,UAlbany,22,0,4.4,0.6,0.2,0.6,35.70%,0.2,0.5,36.40%,0,0.1,33.30%,0.1,0.2,75.00%,0.3,0.3,0.6,0.1,0.3,0.2,0,0.4
2023-24,Marissa Hargrave,Air Force,18,0,5,0.7,0.3,1.1,30.00%,0.3,0.8,33.30%,0.1,0.3,20.00%,0,0.1,0.00%,0.3,0.5,0.8,0.3,0.4,0.2,0,1.2
2023-24,Grace Walsh,Air Force,7,0,7,1.9,0.1,0.4,33.30%,0,0.1,0.00%,0.1,0.3,50.00%,1.4,1.7,83.30%,0.1,0.6,0.7,0.1,0.4,0.1,0.1,1.3
2023-24,Reychel Douglas,Alabama,17,0,5,0.8,0.2,1.1,15.80%,0.2,0.9,20.00%,0,0.2,0.00%,0.4,0.8,50.00%,0.5,0.2,0.8,0.4,0.5,0.2,0.1,0.3
2023-24,Takaya Walters-Norman,Alabama A&M,11,1,3.6,1.2,0.5,1,45.50%,0.5,1,45.50%,0,0,--,0.3,0.4,75.00%,0.5,0.5,0.9,0.1,0.2,0.3,0,0.5
2023-24,Lee Lee Willis,Kennesaw St.,3,3,24.2,4.3,1.3,7.7,17.40%,1,6,16.70%,0.3,1.7,20.00%,1.3,2.3,57.10%,0.3,2.7,3,4,5.3,1,0,2.7
2023-24,Chardai Watkins,ULM,12,0,3.6,1.1,0.5,0.9,54.50%,0.5,0.8,60.00%,0,0.1,0.00%,0.1,0.2,50.00%,0.1,0.6,0.7,0,0.8,0,0.1,0.6
2023-24,Lexi McNabb,Syracuse,12,0,9,1.1,0.4,1.3,33.30%,0.3,0.6,42.90%,0.2,0.7,25.00%,0.1,0.2,50.00%,0.3,0.6,0.8,0.8,0.7,0.2,0,0.1
2023-24,Shaniah Nunn,Troy,9,0,7.2,1.4,0.4,1.9,23.50%,0.3,0.8,42.90%,0.1,1.1,10.00%,0.4,0.8,57.10%,0.4,0.7,1.1,0.6,0.1,0.2,0.2,0.3
2023-24,Tasha Lima,UMass Lowell,5,0,12.9,2.6,0.8,1.2,66.70%,0.6,1,60.00%,0.2,0.2,100.00%,0.8,0.8,100.00%,0.4,1,1.4,0.2,1.8,0.8,0.2,1.6
2023-24,Hadleigh Dill,Campbell,22,0,3.6,0.6,0.1,0.8,16.70%,0,0.3,0.00%,0.1,0.5,25.00%,0.2,0.2,100.00%,0.1,0.2,0.3,0.1,0.1,0,0,0.2
2023-24,Caroline Thiel,Charlotte,11,0,5.4,1.2,0.5,0.6,71.40%,0.2,0.3,66.70%,0.3,0.4,75.00%,0,0.2,0.00%,0.3,0.5,0.7,0.2,0.2,0.4,0.2,0.6
2023-24,Julia Saleur,Delaware St.,8,4,12.4,1.6,0.4,2.4,15.80%,0,0.9,0.00%,0.4,1.5,25.00%,0.5,0.8,66.70%,0,0.9,0.9,0,1.3,0,0.1,0.9
2023-24,Evie Van Der Woude,Fla. Atlantic,14,10,7.5,0.9,0.4,1.2,35.30%,0.4,1.2,35.30%,0,0,--,0.1,0.1,50.00%,0.1,0.5,0.6,0,0.4,0.1,0.2,0.7
2023-24,Marie Sepp,UAlbany,19,0,3.9,0.7,0.2,0.5,33.30%,0.1,0.3,33.30%,0.1,0.2,33.30%,0.3,0.5,60.00%,0,0.3,0.3,0.3,0.6,0.1,0.1,0.4
2023-24,Marwa Bedziri,North Dakota St.,6,1,8.6,2.2,1,2.5,40.00%,1,2.5,40.00%,0,0,--,0.2,0.5,33.30%,0.5,0.8,1.3,0.2,1.2,0.5,0.2,1.8
2023-24,Grace Massaquoi,North Dakota St.,5,0,8.2,2.6,0.8,2.8,28.60%,0.8,2.8,28.60%,0,0,--,1,1.2,83.30%,0.4,0.4,0.8,0.8,0.4,0.2,0.2,0.4
2023-24,Asiah Baxter,Ohio,12,0,6.2,1.1,0.4,1,41.70%,0.4,0.8,55.60%,0,0.3,0.00%,0.3,0.5,50.00%,0.2,0.7,0.8,0.2,0.1,0.3,0,0.7
