StateFIPS,State,Year,Value,Data Comment,,Pollutant
40,Oklahoma,2018,0.01,,,"Pollutant: 1,3-butadiene"
41,Oregon,2005,1.42,,,Pollutant: Benzene
41,Oregon,2005,2.26,,,Pollutant: Formaldehyde
41,Oregon,2005,2.16,,,Pollutant: Acetaldehyde
41,Oregon,2005,0.61,,,Pollutant: Carbon tetrachloride
41,Oregon,2005,0.09,,,"Pollutant: 1,3-butadiene"
41,Oregon,2011,0.86,,,Pollutant: Benzene
41,Oregon,2011,1.37,,,Pollutant: Formaldehyde
41,Oregon,2011,1.45,,,Pollutant: Acetaldehyde
41,Oregon,2011,0.55,,,Pollutant: Carbon tetrachloride
41,Oregon,2011,0.1,,,"Pollutant: 1,3-butadiene"
41,Oregon,2014,0.36,,,Pollutant: Benzene
41,Oregon,2014,1.22,,,Pollutant: Formaldehyde
41,Oregon,2014,1.2,,,Pollutant: Acetaldehyde
41,Oregon,2014,0.53,,,Pollutant: Carbon tetrachloride
41,Oregon,2014,0.04,,,"Pollutant: 1,3-butadiene"
41,Oregon,2017,0.16,,,Pollutant: Benzene
41,Oregon,2017,0.96,,,Pollutant: Formaldehyde
41,Oregon,2017,0.88,,,Pollutant: Acetaldehyde
41,Oregon,2017,0.48,,,Pollutant: Carbon tetrachloride
41,Oregon,2018,0.15,,,Pollutant: Benzene
41,Oregon,2018,0.81,,,Pollutant: Formaldehyde
41,Oregon,2018,0.69,,,Pollutant: Acetaldehyde
41,Oregon,2018,0.35,,,Pollutant: Carbon tetrachloride
41,Oregon,2018,0.01,,,"Pollutant: 1,3-butadiene"
42,Pennsylvania,2005,0.96,,,Pollutant: Benzene
42,Pennsylvania,2005,1.68,,,Pollutant: Formaldehyde
42,Pennsylvania,2005,1.61,,,Pollutant: Acetaldehyde
42,Pennsylvania,2005,0.61,,,Pollutant: Carbon tetrachloride
42,Pennsylvania,2005,0.07,,,"Pollutant: 1,3-butadiene"
42,Pennsylvania,2011,0.86,,,Pollutant: Benzene
42,Pennsylvania,2011,1.37,,,Pollutant: Formaldehyde
42,Pennsylvania,2011,1.78,,,Pollutant: Acetaldehyde
42,Pennsylvania,2011,0.55,,,Pollutant: Carbon tetrachloride
42,Pennsylvania,2011,0.08,,,"Pollutant: 1,3-butadiene"
42,Pennsylvania,2014,0.48,,,Pollutant: Benzene
42,Pennsylvania,2014,1.09,,,Pollutant: Formaldehyde
42,Pennsylvania,2014,0.86,,,Pollutant: Acetaldehyde
42,Pennsylvania,2014,0.54,,,Pollutant: Carbon tetrachloride
42,Pennsylvania,2014,0.03,,,"Pollutant: 1,3-butadiene"
42,Pennsylvania,2017,0.37,,,Pollutant: Benzene
42,Pennsylvania,2017,1,,,Pollutant: Formaldehyde
42,Pennsylvania,2017,0.75,,,Pollutant: Acetaldehyde
42,Pennsylvania,2017,0.51,,,Pollutant: Carbon tetrachloride
42,Pennsylvania,2018,0.39,,,Pollutant: Benzene
42,Pennsylvania,2018,0.89,,,Pollutant: Formaldehyde
42,Pennsylvania,2018,0.64,,,Pollutant: Acetaldehyde
42,Pennsylvania,2018,0.37,,,Pollutant: Carbon tetrachloride
42,Pennsylvania,2018,0.01,,,"Pollutant: 1,3-butadiene"
44,Rhode Island,2005,0.79,,,Pollutant: Benzene
44,Rhode Island,2005,1.48,,,Pollutant: Formaldehyde
44,Rhode Island,2005,1.37,,,Pollutant: Acetaldehyde
44,Rhode Island,2005,0.61,,,Pollutant: Carbon tetrachloride
44,Rhode Island,2005,0.06,,,"Pollutant: 1,3-butadiene"
44,Rhode Island,2011,0.78,,,Pollutant: Benzene
44,Rhode Island,2011,1.23,,,Pollutant: Formaldehyde
44,Rhode Island,2011,1.39,,,Pollutant: Acetaldehyde
44,Rhode Island,2011,0.55,,,Pollutant: Carbon tetrachloride
44,Rhode Island,2011,0.08,,,"Pollutant: 1,3-butadiene"
44,Rhode Island,2014,0.5,,,Pollutant: Benzene
44,Rhode Island,2014,0.97,,,Pollutant: Formaldehyde
44,Rhode Island,2014,0.73,,,Pollutant: Acetaldehyde
44,Rhode Island,2014,0.55,,,Pollutant: Carbon tetrachloride
44,Rhode Island,2014,0.04,,,"Pollutant: 1,3-butadiene"
44,Rhode Island,2017,0.27,,,Pollutant: Benzene
44,Rhode Island,2017,0.91,,,Pollutant: Formaldehyde
44,Rhode Island,2017,0.7,,,Pollutant: Acetaldehyde
44,Rhode Island,2017,0.53,,,Pollutant: Carbon tetrachloride
44,Rhode Island,2018,0.25,,,Pollutant: Benzene
44,Rhode Island,2018,0.8,,,Pollutant: Formaldehyde
44,Rhode Island,2018,0.54,,,Pollutant: Acetaldehyde
44,Rhode Island,2018,0.39,,,Pollutant: Carbon tetrachloride
44,Rhode Island,2018,0.01,,,"Pollutant: 1,3-butadiene"
45,South Carolina,2005,0.75,,,Pollutant: Benzene
45,South Carolina,2005,2.25,,,Pollutant: Formaldehyde
45,South Carolina,2005,2.32,,,Pollutant: Acetaldehyde
45,South Carolina,2005,0.61,,,Pollutant: Carbon tetrachloride
45,South Carolina,2005,0.04,,,"Pollutant: 1,3-butadiene"
45,South Carolina,2011,0.46,,,Pollutant: Benzene
45,South Carolina,2011,2.09,,,Pollutant: Formaldehyde
45,South Carolina,2011,2.83,,,Pollutant: Acetaldehyde
45,South Carolina,2011,0.55,,,Pollutant: Carbon tetrachloride
45,South Carolina,2011,0.03,,,"Pollutant: 1,3-butadiene"
45,South Carolina,2014,0.32,,,Pollutant: Benzene
45,South Carolina,2014,1.86,,,Pollutant: Formaldehyde
45,South Carolina,2014,1.75,,,Pollutant: Acetaldehyde
45,South Carolina,2014,0.53,,,Pollutant: Carbon tetrachloride
45,South Carolina,2014,0.02,,,"Pollutant: 1,3-butadiene"
45,South Carolina,2017,0.19,,,Pollutant: Benzene
45,South Carolina,2017,1.6,,,Pollutant: Formaldehyde
45,South Carolina,2017,1.28,,,Pollutant: Acetaldehyde
45,South Carolina,2017,0.51,,,Pollutant: Carbon tetrachloride
45,South Carolina,2018,0.18,,,Pollutant: Benzene
45,South Carolina,2018,1.43,,,Pollutant: Formaldehyde
45,South Carolina,2018,1.14,,,Pollutant: Acetaldehyde
45,South Carolina,2018,0.37,,,Pollutant: Carbon tetrachloride
45,South Carolina,2018,0.01,,,"Pollutant: 1,3-butadiene"
46,South Dakota,2005,0.37,,,Pollutant: Benzene
46,South Dakota,2005,0.9,,,Pollutant: Formaldehyde
46,South Dakota,2005,0.93,,,Pollutant: Acetaldehyde
46,South Dakota,2005,0.61,,,Pollutant: Carbon tetrachloride
46,South Dakota,2005,0.02,,,"Pollutant: 1,3-butadiene"
46,South Dakota,2011,0.4,,,Pollutant: Benzene
46,South Dakota,2011,0.86,,,Pollutant: Formaldehyde
46,South Dakota,2011,1.19,,,Pollutant: Acetaldehyde
46,South Dakota,2011,0.55,,,Pollutant: Carbon tetrachloride
46,South Dakota,2011,0.03,,,"Pollutant: 1,3-butadiene"
46,South Dakota,2014,0.21,,,Pollutant: Benzene
46,South Dakota,2014,0.69,,,Pollutant: Formaldehyde
46,South Dakota,2014,0.56,,,Pollutant: Acetaldehyde
46,South Dakota,2014,0.52,,,Pollutant: Carbon tetrachloride
46,South Dakota,2014,0.01,,,"Pollutant: 1,3-butadiene"
46,South Dakota,2017,0.13,,,Pollutant: Benzene
46,South Dakota,2017,0.66,,,Pollutant: Formaldehyde
46,South Dakota,2017,0.5,,,Pollutant: Acetaldehyde
46,South Dakota,2017,0.49,,,Pollutant: Carbon tetrachloride
46,South Dakota,2018,0.2,,,Pollutant: Benzene
46,South Dakota,2018,0.57,,,Pollutant: Formaldehyde
46,South Dakota,2018,0.39,,,Pollutant: Acetaldehyde
46,South Dakota,2018,0.36,,,Pollutant: Carbon tetrachloride
46,South Dakota,2018,0,,,"Pollutant: 1,3-butadiene"
47,Tennessee,2005,0.92,,,Pollutant: Benzene
47,Tennessee,2005,2.29,,,Pollutant: Formaldehyde
47,Tennessee,2005,2.41,,,Pollutant: Acetaldehyde
47,Tennessee,2005,0.61,,,Pollutant: Carbon tetrachloride
47,Tennessee,2005,0.05,,,"Pollutant: 1,3-butadiene"
47,Tennessee,2011,0.44,,,Pollutant: Benzene
47,Tennessee,2011,2.05,,,Pollutant: Formaldehyde
47,Tennessee,2011,2.68,,,Pollutant: Acetaldehyde
47,Tennessee,2011,0.55,,,Pollutant: Carbon tetrachloride
47,Tennessee,2011,0.03,,,"Pollutant: 1,3-butadiene"
47,Tennessee,2014,0.33,,,Pollutant: Benzene
47,Tennessee,2014,1.65,,,Pollutant: Formaldehyde
47,Tennessee,2014,1.36,,,Pollutant: Acetaldehyde
47,Tennessee,2014,0.53,,,Pollutant: Carbon tetrachloride
47,Tennessee,2014,0.02,,,"Pollutant: 1,3-butadiene"
47,Tennessee,2017,0.19,,,Pollutant: Benzene
47,Tennessee,2017,1.41,,,Pollutant: Formaldehyde
47,Tennessee,2017,1.06,,,Pollutant: Acetaldehyde
47,Tennessee,2017,0.5,,,Pollutant: Carbon tetrachloride
47,Tennessee,2018,0.19,,,Pollutant: Benzene
47,Tennessee,2018,1.28,,,Pollutant: Formaldehyde
47,Tennessee,2018,0.99,,,Pollutant: Acetaldehyde
47,Tennessee,2018,0.37,,,Pollutant: Carbon tetrachloride
47,Tennessee,2018,0.01,,,"Pollutant: 1,3-butadiene"
48,Texas,2005,0.93,,,Pollutant: Benzene
48,Texas,2005,2.05,,,Pollutant: Formaldehyde
48,Texas,2005,1.88,,,Pollutant: Acetaldehyde
48,Texas,2005,0.61,,,Pollutant: Carbon tetrachloride
48,Texas,2005,0.06,,,"Pollutant: 1,3-butadiene"
48,Texas,2011,0.49,,,Pollutant: Benzene
48,Texas,2011,1.91,,,Pollutant: Formaldehyde
48,Texas,2011,2.27,,,Pollutant: Acetaldehyde
48,Texas,2011,0.55,,,Pollutant: Carbon tetrachloride
48,Texas,2011,0.05,,,"Pollutant: 1,3-butadiene"
48,Texas,2014,0.25,,,Pollutant: Benzene
48,Texas,2014,1.56,,,Pollutant: Formaldehyde
48,Texas,2014,1.18,,,Pollutant: Acetaldehyde
48,Texas,2014,0.52,,,Pollutant: Carbon tetrachloride
48,Texas,2014,0.02,,,"Pollutant: 1,3-butadiene"
48,Texas,2017,0.15,,,Pollutant: Benzene
48,Texas,2017,1.22,,,Pollutant: Formaldehyde
48,Texas,2017,0.88,,,Pollutant: Acetaldehyde
48,Texas,2017,0.49,,,Pollutant: Carbon tetrachloride
48,Texas,2018,0.16,,,Pollutant: Benzene
48,Texas,2018,1.01,,,Pollutant: Formaldehyde
48,Texas,2018,0.62,,,Pollutant: Acetaldehyde
48,Texas,2018,0.36,,,Pollutant: Carbon tetrachloride
48,Texas,2018,0,,,"Pollutant: 1,3-butadiene"
49,Utah,2005,1.02,,,Pollutant: Benzene
49,Utah,2005,1.3,,,Pollutant: Formaldehyde
49,Utah,2005,1.19,,,Pollutant: Acetaldehyde
49,Utah,2005,0.61,,,Pollutant: Carbon tetrachloride
49,Utah,2005,0.06,,,"Pollutant: 1,3-butadiene"
49,Utah,2011,0.57,,,Pollutant: Benzene
49,Utah,2011,1.07,,,Pollutant: Formaldehyde
49,Utah,2011,1.29,,,Pollutant: Acetaldehyde
49,Utah,2011,0.55,,,Pollutant: Carbon tetrachloride
49,Utah,2011,0.06,,,"Pollutant: 1,3-butadiene"
49,Utah,2014,0.25,,,Pollutant: Benzene
49,Utah,2014,0.94,,,Pollutant: Formaldehyde
49,Utah,2014,0.76,,,Pollutant: Acetaldehyde
49,Utah,2014,0.45,,,Pollutant: Carbon tetrachloride
49,Utah,2014,0.02,,,"Pollutant: 1,3-butadiene"
49,Utah,2017,0.09,,,Pollutant: Benzene
49,Utah,2017,0.61,,,Pollutant: Formaldehyde
49,Utah,2017,0.36,,,Pollutant: Acetaldehyde
49,Utah,2017,0.43,,,Pollutant: Carbon tetrachloride
49,Utah,2018,0.09,,,Pollutant: Benzene
49,Utah,2018,0.57,,,Pollutant: Formaldehyde
49,Utah,2018,0.31,,,Pollutant: Acetaldehyde
49,Utah,2018,0.31,,,Pollutant: Carbon tetrachloride
49,Utah,2018,0,,,"Pollutant: 1,3-butadiene"
50,Vermont,2005,0.61,,,Pollutant: Benzene
50,Vermont,2005,0.96,,,Pollutant: Formaldehyde
50,Vermont,2005,1.13,,,Pollutant: Acetaldehyde
50,Vermont,2005,0.61,,,Pollutant: Carbon tetrachloride
50,Vermont,2005,0.03,,,"Pollutant: 1,3-butadiene"
50,Vermont,2011,0.55,,,Pollutant: Benzene
50,Vermont,2011,0.86,,,Pollutant: Formaldehyde
50,Vermont,2011,1.21,,,Pollutant: Acetaldehyde
50,Vermont,2011,0.55,,,Pollutant: Carbon tetrachloride
50,Vermont,2011,0.03,,,"Pollutant: 1,3-butadiene"
50,Vermont,2014,0.34,,,Pollutant: Benzene
50,Vermont,2014,0.81,,,Pollutant: Formaldehyde
50,Vermont,2014,0.76,,,Pollutant: Acetaldehyde
50,Vermont,2014,0.54,,,Pollutant: Carbon tetrachloride
50,Vermont,2014,0.01,,,"Pollutant: 1,3-butadiene"
50,Vermont,2017,0.25,,,Pollutant: Benzene
50,Vermont,2017,0.75,,,Pollutant: Formaldehyde
50,Vermont,2017,0.73,,,Pollutant: Acetaldehyde
50,Vermont,2017,0.51,,,Pollutant: Carbon tetrachloride
50,Vermont,2018,0.25,,,Pollutant: Benzene
50,Vermont,2018,0.7,,,Pollutant: Formaldehyde
50,Vermont,2018,0.6,,,Pollutant: Acetaldehyde
50,Vermont,2018,0.38,,,Pollutant: Carbon tetrachloride
50,Vermont,2018,0.01,,,"Pollutant: 1,3-butadiene"
51,Virginia,2005,0.95,,,Pollutant: Benzene
51,Virginia,2005,1.99,,,Pollutant: Formaldehyde
51,Virginia,2005,1.88,,,Pollutant: Acetaldehyde
51,Virginia,2005,0.61,,,Pollutant: Carbon tetrachloride
51,Virginia,2005,0.06,,,"Pollutant: 1,3-butadiene"
51,Virginia,2011,0.63,,,Pollutant: Benzene
51,Virginia,2011,1.83,,,Pollutant: Formaldehyde
51,Virginia,2011,2.25,,,Pollutant: Acetaldehyde
51,Virginia,2011,0.55,,,Pollutant: Carbon tetrachloride
51,Virginia,2011,0.06,,,"Pollutant: 1,3-butadiene"
51,Virginia,2014,0.35,,,Pollutant: Benzene
51,Virginia,2014,1.4,,,Pollutant: Formaldehyde
51,Virginia,2014,1.14,,,Pollutant: Acetaldehyde
51,Virginia,2014,0.53,,,Pollutant: Carbon tetrachloride
51,Virginia,2014,0.02,,,"Pollutant: 1,3-butadiene"
51,Virginia,2017,0.21,,,Pollutant: Benzene
51,Virginia,2017,1.28,,,Pollutant: Formaldehyde
51,Virginia,2017,0.95,,,Pollutant: Acetaldehyde
51,Virginia,2017,0.5,,,Pollutant: Carbon tetrachloride
51,Virginia,2018,0.21,,,Pollutant: Benzene
51,Virginia,2018,1.12,,,Pollutant: Formaldehyde
51,Virginia,2018,0.84,,,Pollutant: Acetaldehyde
51,Virginia,2018,0.37,,,Pollutant: Carbon tetrachloride
51,Virginia,2018,0.01,,,"Pollutant: 1,3-butadiene"
53,Washington,2005,1.18,,,Pollutant: Benzene
53,Washington,2005,1.57,,,Pollutant: Formaldehyde
53,Washington,2005,1.35,,,Pollutant: Acetaldehyde
53,Washington,2005,0.61,,,Pollutant: Carbon tetrachloride
53,Washington,2005,0.08,,,"Pollutant: 1,3-butadiene"
53,Washington,2011,1.01,,,Pollutant: Benzene
53,Washington,2011,1.37,,,Pollutant: Formaldehyde
53,Washington,2011,1.43,,,Pollutant: Acetaldehyde
53,Washington,2011,0.55,,,Pollutant: Carbon tetrachloride
53,Washington,2011,0.12,,,"Pollutant: 1,3-butadiene"
53,Washington,2014,0.52,,,Pollutant: Benzene
53,Washington,2014,1.26,,,Pollutant: Formaldehyde
53,Washington,2014,1.21,,,Pollutant: Acetaldehyde
53,Washington,2014,0.53,,,Pollutant: Carbon tetrachloride
53,Washington,2014,0.06,,,"Pollutant: 1,3-butadiene"
53,Washington,2017,0.27,,,Pollutant: Benzene
53,Washington,2017,1.37,,,Pollutant: Formaldehyde
53,Washington,2017,1.17,,,Pollutant: Acetaldehyde
53,Washington,2017,0.5,,,Pollutant: Carbon tetrachloride
53,Washington,2018,0.19,,,Pollutant: Benzene
53,Washington,2018,0.89,,,Pollutant: Formaldehyde
53,Washington,2018,0.81,,,Pollutant: Acetaldehyde
53,Washington,2018,0.36,,,Pollutant: Carbon tetrachloride
53,Washington,2018,0.01,,,"Pollutant: 1,3-butadiene"
54,West Virginia,2005,0.66,,,Pollutant: Benzene
54,West Virginia,2005,1.53,,,Pollutant: Formaldehyde
54,West Virginia,2005,1.63,,,Pollutant: Acetaldehyde
54,West Virginia,2005,0.61,,,Pollutant: Carbon tetrachloride
54,West Virginia,2005,0.03,,,"Pollutant: 1,3-butadiene"
54,West Virginia,2011,0.52,,,Pollutant: Benzene
54,West Virginia,2011,1.39,,,Pollutant: Formaldehyde
54,West Virginia,2011,1.88,,,Pollutant: Acetaldehyde
54,West Virginia,2011,0.55,,,Pollutant: Carbon tetrachloride
54,West Virginia,2011,0.03,,,"Pollutant: 1,3-butadiene"
54,West Virginia,2014,0.37,,,Pollutant: Benzene
54,West Virginia,2014,1.21,,,Pollutant: Formaldehyde
54,West Virginia,2014,0.91,,,Pollutant: Acetaldehyde
54,West Virginia,2014,0.53,,,Pollutant: Carbon tetrachloride
54,West Virginia,2014,0.01,,,"Pollutant: 1,3-butadiene"
54,West Virginia,2017,0.3,,,Pollutant: Benzene
54,West Virginia,2017,1.22,,,Pollutant: Formaldehyde
54,West Virginia,2017,0.88,,,Pollutant: Acetaldehyde
54,West Virginia,2017,0.5,,,Pollutant: Carbon tetrachloride
54,West Virginia,2018,0.32,,,Pollutant: Benzene
54,West Virginia,2018,1.08,,,Pollutant: Formaldehyde
54,West Virginia,2018,0.76,,,Pollutant: Acetaldehyde
54,West Virginia,2018,0.36,,,Pollutant: Carbon tetrachloride
54,West Virginia,2018,0.01,,,"Pollutant: 1,3-butadiene"
55,Wisconsin,2005,1.11,,,Pollutant: Benzene
55,Wisconsin,2005,1.64,,,Pollutant: Formaldehyde
55,Wisconsin,2005,1.54,,,Pollutant: Acetaldehyde
55,Wisconsin,2005,0.61,,,Pollutant: Carbon tetrachloride
55,Wisconsin,2005,0.06,,,"Pollutant: 1,3-butadiene"
55,Wisconsin,2011,0.6,,,Pollutant: Benzene
55,Wisconsin,2011,1.07,,,Pollutant: Formaldehyde
55,Wisconsin,2011,1.39,,,Pollutant: Acetaldehyde
55,Wisconsin,2011,0.55,,,Pollutant: Carbon tetrachloride
55,Wisconsin,2011,0.05,,,"Pollutant: 1,3-butadiene"
55,Wisconsin,2014,0.35,,,Pollutant: Benzene
55,Wisconsin,2014,0.78,,,Pollutant: Formaldehyde
55,Wisconsin,2014,0.66,,,Pollutant: Acetaldehyde
55,Wisconsin,2014,0.54,,,Pollutant: Carbon tetrachloride
55,Wisconsin,2014,0.02,,,"Pollutant: 1,3-butadiene"
55,Wisconsin,2017,0.2,,,Pollutant: Benzene
55,Wisconsin,2017,0.72,,,Pollutant: Formaldehyde
55,Wisconsin,2017,0.64,,,Pollutant: Acetaldehyde
55,Wisconsin,2017,0.52,,,Pollutant: Carbon tetrachloride
55,Wisconsin,2018,0.26,,,Pollutant: Benzene
55,Wisconsin,2018,0.71,,,Pollutant: Formaldehyde
55,Wisconsin,2018,0.55,,,Pollutant: Acetaldehyde
55,Wisconsin,2018,0.38,,,Pollutant: Carbon tetrachloride
55,Wisconsin,2018,0.01,,,"Pollutant: 1,3-butadiene"
56,Wyoming,2005,0.48,,,Pollutant: Benzene
56,Wyoming,2005,0.74,,,Pollutant: Formaldehyde
56,Wyoming,2005,0.78,,,Pollutant: Acetaldehyde
56,Wyoming,2005,0.61,,,Pollutant: Carbon tetrachloride
56,Wyoming,2005,0.02,,,"Pollutant: 1,3-butadiene"
56,Wyoming,2011,0.37,,,Pollutant: Benzene
56,Wyoming,2011,0.72,,,Pollutant: Formaldehyde
56,Wyoming,2011,1.07,,,Pollutant: Acetaldehyde
56,Wyoming,2011,0.55,,,Pollutant: Carbon tetrachloride
56,Wyoming,2011,0.02,,,"Pollutant: 1,3-butadiene"
56,Wyoming,2014,0.14,,,Pollutant: Benzene
56,Wyoming,2014,0.66,,,Pollutant: Formaldehyde
56,Wyoming,2014,0.55,,,Pollutant: Acetaldehyde
56,Wyoming,2014,0.46,,,Pollutant: Carbon tetrachloride
56,Wyoming,2014,0.01,,,"Pollutant: 1,3-butadiene"
56,Wyoming,2017,0.09,,,Pollutant: Benzene
56,Wyoming,2017,0.54,,,Pollutant: Formaldehyde
56,Wyoming,2017,0.37,,,Pollutant: Acetaldehyde
56,Wyoming,2017,0.43,,,Pollutant: Carbon tetrachloride
56,Wyoming,2018,0.1,,,Pollutant: Benzene
56,Wyoming,2018,0.51,,,Pollutant: Formaldehyde
56,Wyoming,2018,0.31,,,Pollutant: Acetaldehyde
56,Wyoming,2018,0.31,,,Pollutant: Carbon tetrachloride
56,Wyoming,2018,0,,,"Pollutant: 1,3-butadiene"
